SNP	Chromosome	Position	trait1	N1	N2	Rawposition
SAUSA300_0534	5	75927	0.103613654388078	-	amidohydrolase	598191
SAUSA300_0798	7	98457	0.103613654388078	-	ABC transporter substrate-binding protein	881853
SAUSA300_1106	9	168392	0.103613654388078	-	putative lipoprotein	1212920
SAUSA300_1324	11	150150	0.103613654388078	-	hypothetical protein	1455810
SAUSA300_0076	1	84407	0.103613654388078	-	ABC transporter ATP-binding protein	84407
SAUSA300_0953	8	128468	0.103613654388078	-	hypothetical protein	1042430
SAUSA300_2115	18	71998	0.103613654388078	tnp	IS1181- transposase	2291620
SAUSA300_0265	2	186406	0.103620322369122	-	putative ribose operon repressor	316972
SAUSA300_0269	2	191451	0.103620322369122	-	choloylglycine hydrolase family protein	322017
SAUSA300_1005	8	186244	0.103620322369122	-	manganese transport protein MntH	1100206
SAUSA300_1019	9	72561	0.103620322369122	-	hypothetical protein	1117089
SAUSA300_1849	15	183313	0.103620322369122	mutY	A/G-specific adenine glycosylase	2011237
SAUSA300_2270	19	89767	0.103620322369122	glvC	PTS system- arbutin-like IIBC component	2439955
SAUSA300_2505	21	99971	0.103620322369122	-	acetyltransferase	2711291
SAUSA300_2592	22	79029	0.103620322369122	-	hypothetical protein	2820915
SAUSA300_0314	3	104068	0.103628468234803	-	sodium-solute symporter family protein	365200
SAUSA300_1404	12	133848	0.103628468234803	-	phiSLT ORF 563-like protein- terminase- large subunit	1570074
SAUSA300_1735	15	91650	0.103628468234803	menC	O-succinylbenzoic acid synthetase	1919574
SAUSA300_2363	19	188475	0.103628468234803	-	cation efflux family protein	2538663
SAUSA300_0567	5	119317	0.103628468234804	-	hypothetical protein	641581
SAUSA300_1971	16	167931	0.103628468234804	-	phi77 ORF017-like protein	2126421
SAUSA300_0166	1	189508	0.103638563172558	cap5O	capsular polysaccharide biosynthesis protein Cap5O	189508
SAUSA300_0327	3	119100	0.103638563172558	-	hypothetical protein	380232
SAUSA300_0708	6	134206	0.103638563172558	hisC	histidinol-phosphate aminotransferase	787036
SAUSA300_1020	9	72624	0.103638563172558	-	glycerophosphoryl diester phosphodiesterase family protein	1117152
SAUSA300_1045	9	99941	0.103638563172558	uvrC	excinuclease ABC subunit C	1144469
SAUSA300_2051	17	126644	0.103638563172558	-	hypothetical protein	2215700
SAUSA300_2463	20	179658	0.103638563172558	ddh	D-lactate dehydrogenase	2660412
SAUSA300_0346	3	138665	0.103651282216026	-	hypothetical protein	399797
SAUSA300_0943	8	117914	0.103651282216026	-	acetyltransferase	1031876
SAUSA300_1214	10	157285	0.103651282216026	-	hypothetical protein	1332379
SAUSA300_2455	20	172494	0.103651282216026	-	putative fructose-1-6-bisphosphatase	2653248
SAUSA300_2546	21	139947	0.103651282216026	betB	glycine betaine aldehyde dehydrogenase	2751267
SAUSA300_0514	4	185406	0.103651282216026	cysE	serine acetyltransferase	577104
SAUSA300_1449	12	165700	0.103651282216026	-	MutT/nudix family protein	1601926
SAUSA300_2215	18	165923	0.103651282216026	-	hypothetical protein	2385545
SAUSA300_2242	18	189426	0.103651282216026	ureF	urease accessory protein UreF	2409048
SAUSA300_2321	19	144506	0.103651282216026	-	hypothetical protein	2494694
SAUSA300_0503	4	170348	0.103667619959238	-	transcriptional regulator- gntR family protein	562046
SAUSA300_0580	5	132407	0.103667619959238	-	hypothetical protein	654671
SAUSA300_1294	11	119635	0.103667619959238	-	hypothetical protein	1425295
SAUSA300_1503	13	88279	0.103667619959238	-	putative competence protein ComGB	1655071
SAUSA300_1625	14	81888	0.103667619959238	rplT	50S ribosomal protein L20	1779246
SAUSA300_0179	2	71066	0.103667619959238	-	formate dehydrogenase	201632
SAUSA300_2246	18	191853	0.103689090791929	-	hypothetical protein	2411475
SAUSA300_2603	22	88587	0.103689090791929	lip	triacylglycerol lipase	2830473
SAUSA300_2634	22	120166	0.103689090791929	-	ABC transporter permease	2862052
SAUSA300_0176	2	68248	0.103718092294693	-	ABC transporter permease	198814
SAUSA300_1192	10	139653	0.103718092294693	glpK	glycerol kinase	1314747
SAUSA300_1609	13	193420	0.103718092294693	-	type III leader peptidase family protein	1760212
SAUSA300_2140	18	97575	0.103718092294693	-	hypothetical protein	2317197
SAUSA300_2521	21	112722	0.103718092294693	-	hypothetical protein	2724042
SAUSA300_1438	12	155712	0.103718092294694	-	phiSLT ORF401-like protein- integrase	1591938
SAUSA300_2561	21	161160	0.103718092294694	phoB	alkaline phosphatase	2772480
SAUSA300_2448	20	161809	0.103755006739493	-	hypothetical protein	2642563
SAUSA300_0106	1	118510	0.103758603371347	-	putative drug transporter	118510
SAUSA300_0262	2	183932	0.103758603371347	rbsK	ribokinase	314498
SAUSA300_1332	11	188443	0.103758603371347	-	putative 5--3- exonuclease	1494103
SAUSA300_1930	16	138288	0.103758603371347	-	phi77 ORF001-like protein- phage tail tape measure protein	2096778
SAUSA300_0025	0	163910	0.10381762172322	-	5--nucleotidase family protein	33344
SAUSA300_0226	2	139483	0.10381762172322	-	3-hydroxyacyl-CoA dehydrogenase	270049
SAUSA300_0357	3	146936	0.10381762172322	metE	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	408068
SAUSA300_2240	18	188279	0.10381762172322	ureC	urease subunit alpha	2407901
SAUSA300_2375	20	72362	0.10381762172322	-	ABC transporter ATP-binding/permease	2553116
SAUSA300_2606	22	92351	0.10381762172322	hisF	imidazole glycerol phosphate synthase subunit HisF	2834237
SAUSA300_0974	8	153957	0.103817621723221	purN	phosphoribosylglycinamide formyltransferase	1067919
SAUSA300_0680	6	102753	0.103908390825124	norA	multi drug resistance protein	755583
SAUSA300_0273	2	194369	0.104058495327951	-	hypothetical protein	324935
SAUSA300_1702	14	180550	0.104058495327951	-	cell wall surface anchor family protein	1877908
SAUSA300_0321	3	113597	0.104058495327951	-	hypothetical protein	374729
SAUSA300_0610	5	162272	0.104058495327951	-	putative monovalent cation/H+ antiporter subunit A	684536
SAUSA300_2522	21	114162	0.104058495327951	-	hypothetical protein	2725482
SAUSA300_1504	13	89321	0.104333428962431	-	putative competence protein ComGA	1656113
SAUSA300_2020	17	92908	0.104333428962431	-	hypothetical protein	2181964
SAUSA300_2343	19	166604	0.104333428962431	-	respiratory nitrate reductase- alpha subunit	2516792
SAUSA300_1749	15	101860	0.104333428962431	-	hypothetical protein	1929784
SAUSA300_0678	6	100153	0.104921385866793	-	hypothetical protein	752983
SAUSA300_1248	10	195596	0.104921385866793	-	hypothetical protein	1370690
SAUSA300_1679	14	151947	0.104921385866793	acsA	acetyl-CoA synthetase	1849305
SAUSA300_2424	20	128827	0.106143938332866	-	putative tandem lipoprotein	2609581
SAUSA300_0628	5	179079	0.106558222111668	-	glycerol-3-phosphate cytidylyltransferase	701343
SAUSA300_1505	13	90347	0.106558222111668	-	hypothetical protein	1657139
SAUSA300_2429	20	132432	0.106558222111668	-	tandem lipoprotein	2613186
SAUSA300_0413	4	75206	0.106558222111668	-	tandem lipoprotein	466904
SAUSA300_1466	12	184121	0.106775542212864	-	2-oxoisovalerate dehydrogenase- E1 component- alpha subunit	1620347
SAUSA300_0860	7	155649	0.109655661777831	rocD	ornithine--oxo-acid transaminase	939045
SAUSA300_0508	4	175911	0.109735118683223	-	hypothetical protein	567609
SAUSA300_0863	7	158676	0.114035713727656	argH	argininosuccinate lyase	942072
SAUSA300_0582	5	133879	0.114507047520071	-	hypothetical protein	656143
SAUSA300_2543	21	136763	0.114507047520071	-	hypothetical protein	2748083
SAUSA300_0850	7	145268	0.114891369299745	mnhF	putative monovalent cation/H+ antiporter subunit F	928664
SAUSA300_1514	13	98020	0.118737308048357	fur	ferric uptake regulation protein	1664812
SAUSA300_0981	8	163535	0.119327701163539	-	hypothetical protein	1077497
SAUSA300_1137	10	71629	0.121230306731678	rnhB	ribonuclease HII	1246723
SAUSA300_1683	14	157275	0.121703329152593	-	bifunctional 3-deoxy-7-phosphoheptulonate synthase/chorismate mutase	1854633
SAUSA300_2156	18	113486	0.122501353168999	-	lactose phosphotransferase system repressor	2333108
SAUSA300_1228	10	171559	0.123909121283824	thrB	homoserine kinase	1346653
SAUSA300_1791	15	144716	0.128257011277053	cbf1	3--5- exoribonuclease YhaM	1972640
SAUSA300_0461	4	130556	0.131349345900833	holB	DNA polymerase III subunit delta	522254
SAUSA300_0758	6	193739	0.131792745089319	tpiA	triosephosphate isomerase	846569
SAUSA300_0235	2	153314	0.137132044462666	-	L-lactate dehydrogenase	283880
SAUSA300_0022	0	159385	0.140114969664596	-	hypothetical protein	28819
SAUSA300_0983	8	164551	0.144609710136286	ptsH	phosphocarrier protein HPr	1078513
SAUSA300_2035	17	111125	0.146950924822454	kdpD	sensor histidine kinase- KdpD	2200181
SAUSA300_1660	14	127929	0.152616956351147	-	hypothetical protein	1825287
SAUSA300_1233	10	176660	0.15307114796596	rpmG	50S ribosomal protein L33	1351754
SAUSA300_0685	6	108049	0.156230951125724	fruA	fructose specific permease	760879
SAUSA300_2233	18	180168	0.15625143859258	-	BioY family protein	2399790
SAUSA300_1261	11	84255	0.157509888803994	-	putative glutamyl aminopeptidase	1389915
SAUSA300_1555	13	137436	0.160799592846132	aroE	shikimate 5-dehydrogenase	1704228
SAUSA300_0535	5	78460	0.16100880448891	-	2-amino-3-ketobutyrate coenzyme A ligase	600724
SAUSA300_2563	21	161443	0.16333298601935	-	putative transcriptional regulator	2772763
SAUSA300_0972	8	152367	0.166562536575352	purF	amidophosphoribosyltransferase	1066329
SAUSA300_2550	21	145532	0.166992146640277	nrdG	anaerobic ribonucleotide reductase- small subunit	2756852
SAUSA300_0794	7	95366	0.172513828208466	-	TOPRIM domain-containing protein	878762
SAUSA300_2487	21	76232	0.174779608618377	feoB	ferrous iron transport protein B	2687552
SAUSA300_0220	2	132262	0.180278152053232	pflB	formate acetyltransferase	262828
SAUSA300_0506	4	173493	0.180793644041558	nupC	pyrimidine nucleoside transport protein	565191
SAUSA300_0151	1	173816	0.18539545216473	adhE	bifunctional acetaldehyde-CoA/alcohol dehydrogenase	173816
SAUSA300_2061	17	135746	0.1866161377884	atpH	F0F1 ATP synthase subunit delta	2224802
SAUSA300_2446	20	160331	0.186966332844394	-	hypothetical protein	2641085
SAUSA300_0047	0	190629	0.198797180478621	-	hypothetical protein	60063
SAUSA300_0250	2	171007	0.199779889560903	-	alcohol dehydrogenase- zinc-containing	301573
SAUSA300_1308	11	135950	0.199992434777303	arlR	DNA-binding response regulator	1441610
SAUSA300_0288	3	82872	0.200191629111332	-	hypothetical protein	344004
SAUSA300_2433	20	139249	0.206465940957042	-	phosphoglucomutase/phosphomannomutase family protein	2620003
SAUSA300_0973	8	153388	0.208145622729695	purM	phosphoribosylaminoimidazole synthetase	1067350
SAUSA300_0446	4	111684	0.21203410333688	gltD	glutamate synthase subunit beta	503382
SAUSA300_2229	18	176600	0.214213234132706	modB	molybdenum ABC transporter permease ModB	2396222
SAUSA300_1328	11	182814	0.215244661101533	-	putative drug transporter	1488474
SAUSA300_2570	21	170394	0.21644824338936	arcA	arginine deiminase	2781714
SAUSA300_2214	18	164026	0.222156843546311	-	FmhB protein	2383648
SAUSA300_2306	19	128846	0.223587551864922	-	ABC transporter ATP-binding protein	2479034
SAUSA300_0024	0	161364	0.223940425955536	-	metallo-beta-lactamase family protein	30798
SAUSA300_1640	14	100933	0.225317731599804	icd	isocitrate dehydrogenase	1798291
SAUSA300_0922	8	99050	0.226897969900664	-	TerC family membrane protein	1013012
SAUSA300_1033	9	84836	0.228316310751847	-	iron/heme permease	1129364
SAUSA300_2345	19	171570	0.229102880666127	nirD	nitrite reductase [NAD-P-H]- small subunit	2521758
SAUSA300_1476	12	193897	0.2449469727741	accB	acetyl-CoA carboxylase- biotin carboxyl carrier protein	1630123
SAUSA300_0917	8	91882	0.245231512167451	-	hypothetical protein	1005844
SAUSA300_0744	6	178393	0.27187468524681	lgt	prolipoprotein diacylglyceryl transferase	831223
SAUSA300_1539	13	121344	0.27547454802532	dnaJ	chaperone protein DnaJ	1688136
SAUSA300_0762	7	67225	0.276068682991197	secG	preprotein translocase subunit SecG	850621
SAUSA300_1219	10	163194	0.282124736752886	-	putative sensor histidine kinase	1338288
SAUSA300_2646	22	128567	0.283413675740963	trmE	tRNA modification GTPase TrmE	2870453
SAUSA300_1662	14	129966	0.287010410842183	-	aminotransferase- class V	1827324
SAUSA300_2298	19	119565	0.28863598018158	-	multidrug resistance protein B- drug resistance transporter	2469753
SAUSA300_1069	9	125014	0.296722541228327	-	hypothetical protein	1169542
SAUSA300_2469	20	184652	0.300509435927435	sdaAA	L-serine dehydratase- iron-sulfur-dependent- alpha subunit	2665406
SAUSA300_0485	4	152984	0.300617924306714	-	cell-division initiation protein	544682
SAUSA300_2518	21	110253	0.303397265830527	-	hydrolase family protein	2721573
SAUSA300_2071	17	143778	0.303505793019968	-	HemK family modification methylase	2232834
SAUSA300_1610	13	194397	0.304766419989601	folC	folylpolyglutamate synthase	1761189
SAUSA300_1001	8	183294	0.308738749011498	potC	spermidine/putrescine ABC transporter permease	1097256
SAUSA300_1496	13	81991	0.308780338187289	-	glycine dehydrogenase subunit 2	1648783
SAUSA300_0472	4	139996	0.312590413830633	ipk	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	531694
SAUSA300_0750	6	185172	0.330426053108507	-	hypothetical protein	838002
SAUSA300_0181	2	80324	0.331043331909012	-	non-ribosomal peptide synthetase	210890
SAUSA300_2396	20	101421	0.331469257668575	pnbA	para-nitrobenzyl esterase	2582175
SAUSA300_1062	9	118051	0.336120030063398	argF	ornithine carbamoyltransferase	1162579
SAUSA300_1884	16	87753	0.336458845255827	-	CamS sex pheromone cAM373	2046243
SAUSA300_2365	19	192868	0.33849771759097	hlgA	gamma-hemolysin component A	2543056
SAUSA300_2072	17	144601	0.340826076508336	prfA	peptide chain release factor 1	2233657
SAUSA300_0264	2	185293	0.34107942249521	-	ribose transporter RbsU	315859
SAUSA300_0120	1	138226	0.352278831917151	sbnC	IucC family siderophore biosynthesis protein	138226
SAUSA300_2409	20	113185	0.365502456684169	-	oligopeptide ABC transporter permease	2593939
SAUSA300_1226	10	169576	0.373485629700011	-	homoserine dehydrogenase	1344670
SAUSA300_1437	12	153767	0.374240120014163	-	phiSLT ORF204-like protein	1589993
SAUSA300_2059	17	133319	0.375073827942115	atpG	F0F1 ATP synthase subunit gamma	2222375
SAUSA300_1193	10	141484	0.39741148824616	glpD	aerobic glycerol-3-phosphate dehydrogenase	1316578
SAUSA300_1809	15	164159	0.397781862149811	-	hypothetical protein	1992083
SAUSA300_1800	15	155825	0.400205031947286	-	ribosomal large subunit pseudouridine synthase D	1983749
SAUSA300_1084	9	140798	0.40114820627393	-	hypothetical protein	1185326
SAUSA300_1858	15	192820	0.408147028892236	-	hypothetical protein	2020744
SAUSA300_2485	21	72945	0.409874214276202	-	methylated DNA-protein cysteine methyltransferase	2684265
SAUSA300_2333	19	158181	0.410535425551589	narK	nitrite extrusion protein	2508369
SAUSA300_0061	1	68890	0.414161707743738	arcC	carbamate kinase	68890
SAUSA300_0519	4	189115	0.418817969659716	-	hypothetical protein	580813
SAUSA300_2475	20	190732	0.430369695397278	-	hypothetical protein	2671486
SAUSA300_2647	22	130085	0.436713887501243	rnpA	ribonuclease P	2871971
SAUSA300_0897	8	71724	0.441566031525825	trpS	tryptophanyl-tRNA synthetase	985686
SAUSA300_1305	11	130234	0.448502502107526	sucB	dihydrolipoamide succinyltransferase	1435894
SAUSA300_2319	19	142602	0.460386314703885	-	pyridine nucleotide-disulfide oxidoreductase	2492790
SAUSA300_2090	17	165210	0.465171281791108	deoC	deoxyribose-phosphate aldolase	2254266
SAUSA300_2568	21	167830	0.46954875795779	arcD	arginine/ornithine antiporter	2779150
SAUSA300_2349	19	176089	0.473096250829933	-	formate/nitrite transporter family protein	2526277
SAUSA300_0875	7	176813	0.473099308935346	-	hypothetical protein	960209
SAUSA300_1497	13	83456	0.473706224828001	-	glycine dehydrogenase subunit 1	1650248
SAUSA300_1844	15	177039	0.495538514517969	-	bacterioferritin comigratory protein	2004963
SAUSA300_1655	14	122972	0.509957865214576	ald	alanine dehydrogenase	1820330
SAUSA300_0062	1	69839	0.510475908427072	arcB	ornithine carbamoyltransferase	69839
SAUSA300_0308	3	98444	0.511646150359975	-	ABC transporter permease	359576
SAUSA300_0118	1	135444	0.514020006825678	-	pyridoxal-phosphate dependent enzyme superfamily protein	135444
SAUSA300_0445	4	110203	0.533033058406082	gltB	glutamate synthase- large subunit	501901
SAUSA300_1697	14	173807	0.541618124725719	-	dipeptidase PepV	1871165
SAUSA300_2034	17	106520	0.547324503859612	kdpA	potassium-transporting ATPase subunit A	2195576
SAUSA300_0669	6	88977	0.547708483966708	-	undecaprenyl pyrophosphate phosphatase	741807
SAUSA300_2627	22	112270	0.549867624918731	-	2-oxoglutarate/malate translocator	2854156
SAUSA300_0213	2	122303	0.550693046986384	-	Gfo/Idh/MocA family oxidoreductase	252869
SAUSA300_2041	17	118453	0.553271638176304	-	hypothetical protein	2207509
SAUSA300_1632	14	89866	0.553271695019735	nrdR	transcriptional regulator NrdR	1787224
SAUSA300_1973	16	170040	0.553271757665468	-	truncated beta-hemolysin	2128530
SAUSA300_2640	22	122924	0.553271811159449	-	putative transcriptional regulator	2864810
SAUSA300_0395	3	185985	0.553271964338122	-	superantigen-like protein	447117
SAUSA300_2548	21	142441	0.553272429534291	-	hypothetical protein	2753761
SAUSA300_0193	2	95349	0.553272942955565	murQ	N-acetylmuramic acid-6-phosphate etherase	225915
SAUSA300_2283	19	105470	0.553273617490918	rpiA	ribose-5-phosphate isomerase A	2455658
SAUSA300_1863	16	65486	0.553274151208978	-	hypothetical protein	2023976
SAUSA300_2502	21	95858	0.553274312390854	-	hypothetical protein	2707178
SAUSA300_2596	22	81018	0.553274487189868	cap1C	capsular polysaccharide biosynthesis protein Cap1C	2822904
SAUSA300_2146	18	103095	0.553274884187612	-	alcohol dehydrogenase- zinc-containing	2322717
SAUSA300_2631	22	116609	0.553275110292546	-	putative N-acetyltransferase	2858495
SAUSA300_2528	21	118213	0.553275776032207	-	hypothetical protein	2729533
SAUSA300_0098	1	108788	0.553277036759365	-	hypothetical protein	108788
SAUSA300_0887	7	191679	0.553277493646442	oppB	oligopeptide ABC transporter permease	975075
SAUSA300_1457	12	175090	0.553277742506536	malR	maltose operon transcriptional repressor	1611316
SAUSA300_1093	9	151981	0.553277742506542	pyrB	aspartate carbamoyltransferase catalytic subunit	1196509
SAUSA300_0543	5	86849	0.553279600806484	-	putative deaminase	609113
SAUSA300_0236	2	153634	0.553280842362247	-	PTS system- IIBC components	284200
SAUSA300_0888	7	192749	0.553284320744622	oppC	oligopeptide ABC transporter permease	976145
SAUSA300_0727	6	154452	0.553286812781422	pepT	peptidase T	807282
SAUSA300_0244	2	163422	0.553288890859511	-	zinc-binding dehydrogenase family oxidoreductase	293988
SAUSA300_2264	19	84394	0.553291413475268	-	RpiR family phosphosugar-binding transcriptional regulator	2434582
SAUSA300_0132	1	151295	0.553294517082237	-	glycosyl transferase- group 1 family protein	151295
SAUSA300_0110	1	125321	0.553294517082239	-	GntR family transcriptional regulator	125321
SAUSA300_1499	13	86072	0.553296344168064	aroK	shikimate kinase	1652864
SAUSA300_0185	2	82838	0.553296344168065	argJ	bifunctional ornithine acetyltransferase/N-acetylglutamate synthase protein	213404
SAUSA300_0233	2	150444	0.553296344168065	-	hypothetical protein	281010
SAUSA300_2417	20	123768	0.553298394806222	-	putative transporter	2604522
SAUSA300_2344	19	170602	0.55330070700918	-	uroporphyrin-III C-methyl transferase	2520790
SAUSA300_0180	2	72702	0.553306312690442	-	integral membrane protein LmrP	203268
SAUSA300_2107	17	187776	0.553306312690449	mtlA	PTS system- mannitol specific IIA component	2276832
SAUSA300_1311	11	138770	0.553306312690449	murG	undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase	1444430
SAUSA300_2489	21	78681	0.553309734577046	-	antibiotic transport-associated protein-like protein	2690001
SAUSA300_2544	21	137487	0.553371696790245	-	hypothetical protein	2748807
SAUSA300_0070	1	77945	0.55344095142489	-	putative lysophospholipase	77945
SAUSA300_0626	5	177560	0.55344095142489	tagB	teichoic acid biosynthesis protein B	699824
SAUSA300_2370	20	66028	0.553551317603917	-	putative 8-amino-7-oxononanoate synthase	2546782
SAUSA300_0096	1	104830	0.553741728788864	-	hypothetical protein	104830
SAUSA300_0138	1	157784	0.554589171070176	deoD	purine nucleoside phosphorylase	157784
SAUSA300_2400	20	104745	0.561421020742043	-	glutamyl-aminopeptidase	2585499
SAUSA300_0289	3	83374	0.568553012216383	-	hypothetical protein	344506
SAUSA300_1558	13	139904	0.568553012216383	mtnN	5--methylthioadenosine/S-adenosylhomocysteine nucleosidase	1706696
SAUSA300_0967	8	147078	0.573528394558582	purK	phosphoribosylaminoimidazole carboxylase ATPase subunit	1061040
SAUSA300_2000	17	70674	0.573528394558582	vga	ABC transporter ATP-binding protein	2159730
SAUSA300_0790	7	92643	0.58545226788226	-	hypothetical protein	876039
SAUSA300_0537	5	81401	0.586027324601812	-	ribulokinase	603665
SAUSA300_0381	3	170095	0.599454703659762	-	putative NAD-P-H-flavin oxidoreductase	431227
SAUSA300_1886	16	90972	0.609873934714637	pcrA	ATP-dependent DNA helicase- PcrA	2049462
SAUSA300_1220	10	163793	0.614408279005326	-	LuxR family DNA-binding response regulator	1338887
SAUSA300_0139	1	159143	0.61722041730818	-	putative tetracycline resistance protein	159143
SAUSA300_2443	20	156991	0.621330692088845	gntK	gluconate kinase	2637745
SAUSA300_2569	21	169351	0.624693645411424	arcB	ornithine carbamoyltransferase	2780671
SAUSA300_0140	1	159886	0.626670433004377	deoC	deoxyribose-phosphate aldolase	159886
SAUSA300_0216	2	125794	0.628568755244821	uhpT	sugar phosphate antiporter	256360
SAUSA300_1275	11	97481	0.651433228691362	-	peptide ABC transporter permease	1403141
SAUSA300_2317	19	142119	0.666020764399384	-	putative zinc-binding dehydrogenase	2492307
SAUSA300_2576	21	180131	0.673750673503331	-	phosphotransferase system- fructose-specific IIABC component	2791451
SAUSA300_0039	0	179691	0.679613647512659	-	hypothetical protein	49125
SAUSA300_0944	8	117966	0.696222892254799	menA	1-4-dihydroxy-2-naphthoate octaprenyltransferase	1031928
SAUSA300_0460	4	129416	0.707647135179596	-	hypothetical protein	521114
SAUSA300_0825	7	123027	0.710466601611393	-	2-nitropropane dioxygenase family oxidoreductase	906423
SAUSA300_2340	19	163817	0.716124280566995	narI	respiratory nitrate reductase- gamma subunit	2514005
SAUSA300_0812	7	108872	0.721169252785597	-	hypothetical protein	892268
SAUSA300_0154	1	176298	0.721976249589497	cap5C	capsular polysaccharide biosynthesis protein Cap5C	176298
SAUSA300_2114	18	69662	0.729423613934999	rocF	arginase	2289284
SAUSA300_0355	3	146058	0.7300294711171	-	acetyl-CoA acetyltransferase	407190
SAUSA300_0194	2	96815	0.73232777824693	-	sucrose-specific PTS transporter protein	227381
SAUSA300_1688	14	166086	0.738576273803559	-	phenylalanyl-tRNA synthetase -beta subunit-	1863444
SAUSA300_1910	16	117401	0.742939830227268	-	hypothetical protein	2075891
SAUSA300_0196	2	101170	0.749942533503874	hsdR	type I restriction-modification enzyme- R subunit	231736
SAUSA300_0912	8	86976	0.750342322620155	-	enoyl--acyl carrier protein- reductase	1000938
SAUSA300_2108	17	188882	0.762067693090926	mtlD	mannitol-1-phosphate 5-dehydrogenase	2277938
SAUSA300_1528	13	112696	0.7644737601189	cdd	cytidine deaminase	1679488
SAUSA300_1331	11	186850	0.776549063358015	ald	alanine dehydrogenase	1492510
SAUSA300_0099	1	109979	0.776934323505852	plc	1-phosphatidylinositol phosphodiesterase	109979
SAUSA300_0222	2	135139	0.77873415637291	-	hypothetical protein	265705
SAUSA300_2641	22	123753	0.783078025754013	-	hypothetical protein	2865639
SAUSA300_2312	19	133866	0.783807144308607	mqo	malate-quinone oxidoreductase	2484054
SAUSA300_1063	9	119006	0.796591900392875	arcC	carbamate kinase	1163534
SAUSA300_1648	14	112417	0.799255782406851	-	putative NADP-dependent malic enzyme	1809775
SAUSA300_2293	19	115494	0.800719068531493	corA	magnesium and cobalt transport protein	2465682
SAUSA300_1064	9	120734	0.80472411916346	-	TRAP family protein	1165262
SAUSA300_1531	13	113926	0.808154742662949	phoH	PhoH family phosphate starvation-induced protein	1680718
SAUSA300_2404	20	107681	0.814759730603501	-	hypothetical protein	2588435
SAUSA300_2135	18	89065	0.816053684271121	-	iron compound ABC transporter permease	2308687
SAUSA300_0064	1	71606	0.817080290402872	arcD	arginine/oirnithine antiporter	71606
SAUSA300_0377	3	165669	0.826439810449732	-	hypothetical protein	426801
SAUSA300_1613	14	68931	0.833129175561571	-	putative abrB protein	1766289
SAUSA300_2278	19	99418	0.837851167042437	hutU	urocanate hydratase	2449606
SAUSA300_1895	16	102977	0.83877104931283	-	nitric oxide synthase oxygenase	2061467
SAUSA300_1070	9	125123	0.839375275308526	-	hypothetical protein	1169651
SAUSA300_1146	10	83063	0.839853215000777	hslV	ATP-dependent protease peptidase subunit	1258157
SAUSA300_1049	9	104548	0.852451353025336	murI	glutamate racemase	1149076
SAUSA300_0324	3	116999	0.862269346056669	-	hypothetical protein	378131
SAUSA300_2299	19	121509	0.865991149278683	-	hypothetical protein	2471697
SAUSA300_2053	17	128757	0.868495298712278	-	hypothetical protein	2217813
SAUSA300_0255	2	178032	0.871249119301579	-	two-component response regulator	308598
SAUSA300_0121	1	139475	0.878035849747491	-	putative drug transporter	139475
SAUSA300_2224	18	172465	0.881960887656005	moeA	molybdopterin biosynthesis protein A	2392087
SAUSA300_2105	17	185163	0.882431617524209	mtlF	PTS system- mannitol specific IIBC component	2274219
SAUSA300_0492	4	161099	0.895776129982575	folP	dihydropteroate synthase	552797
SAUSA300_0073	1	81947	0.896561417949765	-	peptide ABC transporter peptide-binding protein	81947
SAUSA300_1330	11	185715	0.903247594560766	ilvA	threonine dehydratase	1491375
SAUSA300_1527	13	111796	0.906542327127222	era	GTP-binding protein Era	1678588
SAUSA300_1877	16	78700	0.909973704016365	-	hypothetical protein	2037190
SAUSA300_1549	13	134197	0.914152236618612	-	ComE operon protein 1	1700989
SAUSA300_2384	20	85047	0.924052300600062	-	putative Na+/H+ antiporter	2565801
SAUSA300_2529	21	119738	0.924739076460085	-	hypothetical protein	2731058
SAUSA300_2272	19	92523	0.928198394247626	-	hypothetical protein	2442711
SAUSA300_2089	17	163630	0.934433191288272	pdp	pyrimidine-nucleoside phosphorylase	2252686
SAUSA300_2227	18	174820	0.953691091395935	moeB	molybdopterin biosynthesis protein B	2394442
SAUSA300_1903	16	112377	0.968013096922361	-	hypothetical protein	2070867
SAUSA300_2473	20	189245	0.977467316117964	-	hypothetical protein	2669999
SAUSA300_2337	19	161611	0.987401307633518	-	DegU family transcriptional regulator	2511799
SAUSA300_1999	17	67858	0.988161985922633	rex	redox-sensing transcriptional repressor Rex	2156914
