SNP	Chromosome	Position	trait1	N1	N2	Rawposition
SAUSA300_1514	13	98020	0.733771685179574	fur	ferric uptake regulation protein	1664812
SAUSA300_1588	13	172818	0.736511046992895	lytH	N-acetylmuramoyl-L-alanine amidase	1739610
SAUSA300_1382	12	110923	0.736585576996514	lukS-PV	Panton-Valentine leukocidin- LukS-PV	1547149
SAUSA300_0820	7	117895	0.736664024495054	sufS	SufS subfamily cysteine desulfurase	901291
SAUSA300_2023	17	96685	0.736798523761632	rsbW	serine-protein kinase RsbW	2185741
SAUSA300_0977	8	156984	0.73703893022164	-	cobalt transport family protein	1070946
SAUSA300_0648	6	70679	0.74045060024325	-	ABC transporter permease	723509
SAUSA300_1047	9	102697	0.74058869190923	sdhA	succinate dehydrogenase flavoprotein subunit	1147225
SAUSA300_0409	4	71251	0.74068409711018	-	hypothetical protein	462949
SAUSA300_0947	8	122897	0.741257344333963	-	alpha/beta fold family hydrolase	1036859
SAUSA300_2579	21	186246	0.743850171935001	-	N-acetylmuramoyl-L-alanine amidase	2797566
SAUSA300_2213	18	160742	0.744001804194572	-	AcrB/AcrD/AcrF family protein	2380364
SAUSA300_0873	7	174199	0.744046527014523	cdr	coenzyme A disulfide reductase	957595
SAUSA300_1337	12	66277	0.744752114933847	-	hypothetical protein	1502503
SAUSA300_1075	9	131527	0.745832599392162	pbpA	penicillin-binding protein 1	1176055
SAUSA300_1993	16	191577	0.746276036672197	-	PfkB family kinase	2150067
SAUSA300_0672	6	93493	0.746512642427189	-	MarR family transcriptional regulator	746323
SAUSA300_0617	5	168087	0.746685954473198	-	Na+/H+ antiporter	690351
SAUSA300_1591	13	176771	0.747236379966151	apt	adenine phosphoribosyltransferase	1743563
SAUSA300_0477	4	143301	0.74767505241739	glmU	bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase	534999
SAUSA300_2194	18	146215	0.751168531278592	rplN	50S ribosomal protein L14	2365837
SAUSA300_1754	15	111701	0.751607847997169	splE	serine protease SplE	1939625
SAUSA300_2070	17	142648	0.753390620056053	-	hypothetical protein	2231704
SAUSA300_1160	10	100969	0.753787507935473	-	hypothetical protein	1276063
SAUSA300_1062	9	118051	0.754500255322961	argF	ornithine carbamoyltransferase	1162579
SAUSA300_1700	14	177097	0.756152446241896	-	polysaccharide biosynthesis protein	1874455
SAUSA300_1783	15	137192	0.758018957167618	hemE	uroporphyrinogen decarboxylase	1965116
SAUSA300_2422	20	126550	0.760464922257251	-	short chain dehydrogenase/reductase family oxidoreductase	2607304
SAUSA300_1660	14	127929	0.762378097133664	-	hypothetical protein	1825287
SAUSA300_2645	22	126623	0.762870349574535	gidA	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	2868509
SAUSA300_0020	0	156219	0.763224763420476	-	DNA-binding response regulator	25653
SAUSA300_1731	15	89110	0.763266169512946	pckA	phosphoenolpyruvate carboxykinase	1917034
SAUSA300_1471	12	190139	0.763443547708413	xseB	exodeoxyribonuclease VII small subunit	1626365
SAUSA300_1672	14	140355	0.763571434301496	nagE	phosphotransferase system- N-acetylglucosamine-specific IIBC component	1837713
SAUSA300_0962	8	139642	0.764502869536736	qoxB	quinol oxidase- subunit I	1053604
SAUSA300_2494	21	87630	0.768634359319273	-	copper-translocating P-type ATPase	2698950
SAUSA300_0425	4	87368	0.769981693996995	-	NADH dehydrogenase subunit 5	479066
SAUSA300_2306	19	128846	0.771460348945875	-	ABC transporter ATP-binding protein	2479034
SAUSA300_0224	2	137666	0.771621849605408	coa	staphylocoagulase	268232
SAUSA300_1148	10	85330	0.772100959398261	codY	transcriptional repressor CodY	1260424
SAUSA300_1156	10	94137	0.772151377475855	proS	prolyl-tRNA synthetase	1269231
SAUSA300_2096	17	170838	0.772216945480845	manA	mannose-6-phosphate isomerase	2259894
SAUSA300_2467	20	182560	0.775951842051505	srtA	sortase	2663314
SAUSA300_0496	4	163941	0.778158007747636	lysS	lysyl-tRNA synthetase	555639
SAUSA300_1125	9	187196	0.778259326603797	acpP	acyl carrier protein	1231724
SAUSA300_1131	9	195428	0.778722964395885	rpsP	30S ribosomal protein S16	1239956
SAUSA300_1847	15	180442	0.780282347439245	-	hypothetical protein	2008366
SAUSA300_2035	17	111125	0.781551867861999	kdpD	sensor histidine kinase- KdpD	2200181
SAUSA300_1013	8	194419	0.782065164754446	-	cell cycle protein FtsW	1108381
SAUSA300_1711	15	66874	0.783432685004719	putA	proline dehydrogenase	1894798
SAUSA300_1363	12	93199	0.783591457607154	gpsA	NAD-P-H-dependent glycerol-3-phosphate dehydrogenase	1529425
SAUSA300_1576	13	158237	0.783827072827812	-	RecD/TraA family helicase	1725029
SAUSA300_0349	3	139799	0.784424356577458	-	hypothetical protein	400931
SAUSA300_1110	9	171777	0.784829226976843	sun	ribosomal RNA small subunit methyltransferase B	1216305
SAUSA300_0573	5	126335	0.786348981876269	mvaD	mevalonate diphosphate decarboxylase	648599
SAUSA300_1797	15	152264	0.786734789334251	-	hypothetical protein	1980188
SAUSA300_1462	12	180069	0.78738431330768	-	hypothetical protein	1616295
SAUSA300_1087	9	145302	0.78759289545619	ileS	isoleucyl-tRNA synthetase	1189830
SAUSA300_1373	12	105131	0.789143667091257	-	ferredoxin	1541357
SAUSA300_1370	12	100840	0.79067373586643	ebpS	cell surface elastin binding protein	1537066
SAUSA300_1342	12	71453	0.791980680044398	-	hypothetical protein	1507679
SAUSA300_2570	21	170394	0.793407009693163	arcA	arginine deiminase	2781714
SAUSA300_1135	10	66987	0.793601942925363	-	hypothetical protein	1242081
SAUSA300_1151	10	88361	0.794468900614552	pyrH	uridylate kinase	1263455
SAUSA300_2302	19	124535	0.795181275128246	tcaA	teicoplanin resistance associated membrane protein TcaA protein	2474723
SAUSA300_0858	7	152662	0.795456236458405	-	hypothetical protein	936058
SAUSA300_2203	18	150083	0.79561561388217	rplD	50S ribosomal protein L4	2369705
SAUSA300_1313	11	140761	0.795996205065235	ctpA	carboxyl-terminal protease	1446421
SAUSA300_0696	6	118007	0.796455664826614	-	6-pyruvoyl tetrahydrobiopterin synthase-like protein	770837
SAUSA300_0481	4	149605	0.796655084317505	mfd	transcription-repair coupling factor	541303
SAUSA300_1436	12	153110	0.798061011166219	-	phiSLT ORF144-like protein lipoprotein	1589336
SAUSA300_2599	22	84001	0.798233831292286	tetR	intercellular adhesion operon transcription regulator	2825887
SAUSA300_2311	19	133800	0.799306078386658	-	hypothetical protein	2483988
SAUSA300_1658	14	126267	0.79960270286089	-	hypothetical protein	1823625
SAUSA300_0490	4	158969	0.800425196277945	hslO	Hsp33-like chaperonin	550667
SAUSA300_1176	10	119556	0.801643881469553	pgsA	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	1294650
SAUSA300_1169	10	113597	0.807931604305037	ftsK	DNA translocase FtsK	1288691
SAUSA300_1592	13	177311	0.80803233679373	recJ	single-stranded-DNA-specific exonuclease RecJ	1744103
SAUSA300_2179	18	139220	0.809939105248635	rpsK	30S ribosomal protein S11	2358842
SAUSA300_0124	1	143711	0.810213574603883	-	HPCH/HPAI aldolase family protein	143711
SAUSA300_1542	13	125178	0.810468387149903	hrcA	heat-inducible transcription repressor HrcA	1691970
SAUSA300_1988	16	188082	0.810475680472687	-	delta-hemolysin	2146572
SAUSA300_0182	2	80981	0.811584966966501	-	4--phosphopantetheinyl transferase superfamily protein	211547
SAUSA300_0574	5	127424	0.812608577991611	-	phosphomevalonate kinase	649688
SAUSA300_0594	5	146220	0.812795190006995	adh	alcohol dehydrogenase	668484
SAUSA300_1595	13	182620	0.81353245509454	tgt	queuine tRNA-ribosyltransferase	1749412
SAUSA300_1621	14	77313	0.813639075626543	clpX	ATP-dependent protease ATP-binding subunit ClpX	1774671
SAUSA300_0467	4	136064	0.814231870452736	metS	methionyl-tRNA synthetase	527762
SAUSA300_2471	20	186248	0.814601610568573	-	perfringolysin O regulator protein	2667002
SAUSA300_2148	18	105614	0.815029668841539	-	hypothetical protein	2325236
SAUSA300_0618	5	169247	0.817165205206971	-	ABC transporter substrate-binding protein	691511
SAUSA300_1756	15	113415	0.818039982747029	splC	serine protease SplC	1941339
SAUSA300_2182	18	140166	0.818093640739973	infA	translation initiation factor IF-1	2359788
SAUSA300_0135	1	154801	0.819421581375969	-	Fe/Mn family superoxide dismutase	154801
SAUSA300_2408	20	112373	0.819544495587045	-	oligopeptide ABC transporter ATP-binding protein	2593127
SAUSA300_0619	5	170173	0.819901064785237	-	ABC transporter permease	692437
SAUSA300_0982	8	164131	0.821184465486397	-	hypothetical protein	1078093
SAUSA300_2067	17	140336	0.821422959210591	glyA	serine hydroxymethyltransferase	2229392
SAUSA300_1577	13	160716	0.82280456859223	-	TPR domain-containing protein	1727508
SAUSA300_0855	7	148293	0.823068148841154	mnhA	monovalent cation/H+ antiporter subunit A	931689
SAUSA300_1442	12	160680	0.823663571487391	srrA	respiratory response protein- SrrA	1596906
SAUSA300_0986	8	168301	0.824108592845197	-	cytochrome D ubiquinol oxidase- subunit I	1082263
SAUSA300_1284	11	107634	0.824816841755382	-	hypothetical protein	1413294
SAUSA300_1101	9	160297	0.826043792353906	-	putative fibronectin/fibrinogen binding protein	1204825
SAUSA300_1270	11	93926	0.827439360924242	femB	methicillin resistance protein FemB	1399586
SAUSA300_0818	7	115134	0.828154540755342	sufC	FeS assembly ATPase SufC	898530
SAUSA300_1113	9	175615	0.830168811035432	pknB	protein kinase	1220143
SAUSA300_1244	10	188933	0.830583052368759	mscL	large-conductance mechanosensitive channel	1364027
SAUSA300_2372	20	68130	0.831345999292787	bioA	adenosylmethionine-8-amino-7-oxononanoate aminotransferase	2548884
SAUSA300_2473	20	189245	0.832584701732065	-	hypothetical protein	2669999
SAUSA300_1015	9	67999	0.834000146490814	ctaA	cytochrome oxidase assembly protein	1112527
SAUSA300_1475	12	192542	0.835738338307832	accC	acetyl-CoA carboxylase biotin carboxylase subunit	1628768
SAUSA300_2060	17	134216	0.836124700086002	atpA	F0F1 ATP synthase subunit alpha	2223272
SAUSA300_2065	17	138528	0.836829192565903	-	UDP-GlcNAc 2-epimerase	2227584
SAUSA300_1600	13	186929	0.841790624699155	obgE	GTPase ObgE	1753721
SAUSA300_1590	13	174154	0.843862364864784	-	GTP pyrophosphokinase	1740946
SAUSA300_0755	6	190464	0.844246555845102	-	glycolytic operon regulator	843294
SAUSA300_1662	14	129966	0.844603330756714	-	aminotransferase- class V	1827324
SAUSA300_2581	21	187241	0.8452891063427	-	putative surface anchored protein	2798561
SAUSA300_1922	16	129935	0.846051191964321	sak	staphylokinase	2088425
SAUSA300_1185	10	130370	0.8462727925085	miaB	-dimethylallyl-adenosine tRNA methylthiotransferase	1305464
SAUSA300_1181	10	125538	0.84665460101595	-	hypothetical protein	1300632
SAUSA300_1860	15	193700	0.847568907162073	pepS	aminopeptidase PepS	2021624
SAUSA300_0472	4	139996	0.85070100700026	ipk	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	531694
SAUSA300_0861	7	157002	0.850862083698441	gudB	NAD-specific glutamate dehydrogenase	940398
SAUSA300_1460	12	178367	0.852135846609728	-	M20/M25/M40 family peptidase	1614593
SAUSA300_0923	8	101593	0.853059320561478	htrA	serine protease	1015555
SAUSA300_0994	8	176663	0.854319526369879	pdhB	pyruvate dehydrogenase E1 component- beta subunit	1090625
SAUSA300_2192	18	145296	0.855560707477394	rplE	50S ribosomal protein L5	2364918
SAUSA300_1674	14	144012	0.858839834183045	-	putative serine protease HtrA	1841370
SAUSA300_2172	18	133331	0.863236742418431	rplM	50S ribosomal protein L13	2352953
SAUSA300_1527	13	111796	0.864142941283741	era	GTP-binding protein Era	1678588
SAUSA300_1201	10	149024	0.864847200439525	glnA	glutamine synthetase- type I	1324118
SAUSA300_1351	12	81995	0.864859078193654	-	hypothetical protein	1518221
SAUSA300_0515	4	186790	0.864940310560466	cysS	cysteinyl-tRNA synthetase	578488
SAUSA300_1175	10	118944	0.867576688081333	-	hypothetical protein	1294038
SAUSA300_2235	18	182183	0.867853258403155	-	iron compound ABC transporter iron compound-binding protein	2401805
SAUSA300_2260	19	79441	0.868090115034895	-	inositol monophosphatase family protein	2429629
SAUSA300_1378	12	107507	0.868622159118007	-	hypothetical protein	1543733
SAUSA300_0961	8	139047	0.869006898821972	qoxC	quinol oxidase- subunit III	1053009
SAUSA300_2540	21	132597	0.869381821747242	-	fructose-1-6-bisphosphate aldolase	2743917
SAUSA300_0367	3	158461	0.87005553794256	ssb	single-strand binding protein	419593
SAUSA300_2040	17	118189	0.872157347080716	-	hypothetical protein	2207245
SAUSA300_2470	20	185565	0.872207844426299	sdaAB	L-serine dehydratase- iron-sulfur-dependent- beta subunit	2666319
SAUSA300_2565	21	163020	0.873475298653295	clfB	clumping factor B	2774340
SAUSA300_0777	7	84062	0.873744753976365	-	cold shock protein	867458
SAUSA300_0740	6	170613	0.874295411910218	-	hypothetical protein	823443
SAUSA300_1086	9	142328	0.874709573810305	-	hypothetical protein	1186856
SAUSA300_0963	8	141630	0.875521277902163	qoxA	quinol oxidase- subunit II	1055592
SAUSA300_2196	18	146902	0.87559724246622	rpmC	50S ribosomal protein L29	2366524
SAUSA300_0023	0	160174	0.876138048413295	-	hypothetical protein	29608
SAUSA300_1614	14	70200	0.877148012711495	hemL	glutamate-1-semialdehyde aminotransferase	1767558
SAUSA300_0870	7	172242	0.877786113390406	rexA	exonuclease RexA	955638
SAUSA300_1316	11	143176	0.878042375754152	msrB	methionine sulfoxide reductase B	1448836
SAUSA300_0730	6	157161	0.879009970660494	-	GGDEF domain-containing protein	809991
SAUSA300_2423	20	128075	0.879685778415375	-	hypothetical protein	2608829
SAUSA300_1321	11	147129	0.880608443696409	-	hypothetical protein	1452789
SAUSA300_1846	15	180251	0.881417282824343	-	hypothetical protein	2008175
SAUSA300_1090	9	148621	0.88189681690812	-	hypothetical protein	1193149
SAUSA300_1466	12	184121	0.882205312820051	-	2-oxoisovalerate dehydrogenase- E1 component- alpha subunit	1620347
SAUSA300_1200	10	147665	0.883620601274393	glnR	glutamine synthetase repressor	1322759
SAUSA300_1570	13	152337	0.885418012951635	-	U32 family peptidase	1719129
SAUSA300_2551	21	146065	0.888809514365084	nrdD	anaerobic ribonucleoside triphosphate reductase	2757385
SAUSA300_0494	4	161915	0.889083430415322	folK	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	553613
SAUSA300_0017	0	154314	0.89005796538165	purA	adenylosuccinate synthetase	23748
SAUSA300_0511	4	181227	0.890268562024027	radA	DNA repair protein RadA	572925
SAUSA300_0513	4	184336	0.893651927849678	gltX	glutamyl-tRNA synthetase	576034
SAUSA300_1645	14	109184	0.894004471333624	pfkA	6-phosphofructokinase	1806542
SAUSA300_1657	14	124977	0.894099655305547	ackA	acetate kinase	1822335
SAUSA300_1352	12	82747	0.895405804688999	-	hypothetical protein	1518973
SAUSA300_0910	8	84074	0.895409414259337	mgtE	magnesium transporter	998036
SAUSA300_1901	16	110558	0.89648062511545	aldA2	aldehyde dehydrogenase	2069048
SAUSA300_2367	19	195361	0.896735128039472	hlgB	gamma-hemolysin component B	2545549
SAUSA300_0304	3	93088	0.897470495564274	-	hypothetical protein	354220
SAUSA300_0757	6	192856	0.899193362467922	pgk	phosphoglycerate kinase	845686
SAUSA300_1994	16	192533	0.899554836935154	scrB	sucrose-6-phosphate hydrolase	2151023
SAUSA300_2046	17	122370	0.900313426757957	oxaA	membrane protein oxaA	2211426
SAUSA300_1080	9	138193	0.900315374818859	ftsZ	cell division protein FtsZ	1182721
SAUSA300_2228	18	175994	0.904134216711224	modC	molybdenum ABC transporter ATP-binding protein ModC	2395616
SAUSA300_0279	3	72795	0.905223371774436	-	hypothetical protein	333927
SAUSA300_1874	16	76372	0.905432706026669	-	ferritins family protein	2034862
SAUSA300_2186	18	142990	0.905610477017109	rpmD	50S ribosomal protein L30	2362612
SAUSA300_1628	14	83276	0.908763362800556	lysP	lysine-specific permease	1780634
SAUSA300_2022	17	95940	0.909219263010585	rpoF	RNA polymerase sigma factor SigB	2184996
SAUSA300_2136	18	90108	0.909908567130691	-	iron compound ABC transporter iron compound-binding protein	2309730
SAUSA300_1112	9	173624	0.911360563025841	-	protein phosphatase 2C domain-containing protein	1218152
SAUSA300_2413	20	118034	0.913702460418713	-	hypothetical protein	2598788
SAUSA300_2198	18	147538	0.914075996930576	rpsC	30S ribosomal protein S3	2367160
SAUSA300_0532	5	74244	0.91407638361381	fusA	elongation factor G	596508
SAUSA300_1136	10	70878	0.914602106160353	rbgA	ribosomal biogenesis GTPase	1245972
SAUSA300_1082	9	139936	0.915547309676286	-	hypothetical protein	1184464
SAUSA300_0746	6	180333	0.916425597335634	-	TPR domain-containing protein	833163
SAUSA300_1119	9	181058	0.916712876331308	-	hypothetical protein	1225586
SAUSA300_0651	6	73632	0.917190822736176	-	CHAP domain-contain protein	726462
SAUSA300_2440	20	148487	0.918426356449144	fnbB	fibronectin binding protein B	2629241
SAUSA300_1533	13	115892	0.919380903085168	-	hypothetical protein	1682684
SAUSA300_0722	6	149674	0.91941223581265	murB	UDP-N-acetylenolpyruvoylglucosamine reductase	802504
SAUSA300_1023	9	75047	0.920129340662873	-	hypothetical protein	1119575
SAUSA300_1123	9	185993	0.920645792357874	fabD	malonyl CoA-acyl carrier protein transacylase	1230521
SAUSA300_1245	10	191145	0.920819324610026	opuD	glycine betaine transporter opuD	1366239
SAUSA300_0670	6	91696	0.922705019275428	-	ABC transporter ATP-binding protein	744526
SAUSA300_0653	6	78110	0.923351819692762	-	AraC family transcriptional regulator	730940
SAUSA300_1517	13	100233	0.924237370950134	-	endonuclease IV	1667025
SAUSA300_2403	20	107513	0.925141916378017	-	putative lipoprotein	2588267
SAUSA300_2448	20	161809	0.926195315485251	-	hypothetical protein	2642563
SAUSA300_1307	11	134598	0.92721598297681	arlS	sensor histidine kinase protein	1440258
SAUSA300_0925	8	104618	0.927870732637528	-	5- nucleotidase family protein	1018580
SAUSA300_1619	14	75006	0.928038381161964	hemA	glutamyl-tRNA reductase	1772364
SAUSA300_2185	18	142533	0.928555086600124	rplO	50S ribosomal protein L15	2362155
SAUSA300_1345	12	73462	0.928898542639599	asnC	asparaginyl-tRNA synthetase	1509688
SAUSA300_1522	13	105834	0.930391849144763	dnaG	DNA primase	1672626
SAUSA300_0028	0	166443	0.932187163457128	-	putative transposase	35877
SAUSA300_0846	7	143082	0.933002968883593	-	Na+/H+ antiporter family protein	926478
SAUSA300_2378	20	77509	0.93351696008612	-	hypothetical protein	2558263
SAUSA300_2191	18	145088	0.934010088009537	rpsN	30S ribosomal protein S14	2364710
SAUSA300_1079	9	136988	0.934340514287434	ftsA	cell division protein ftsA	1181516
SAUSA300_1515	13	98417	0.935055915164854	-	ABC transporter permease	1665209
SAUSA300_1601	13	188576	0.93581287335906	rpmA	50S ribosomal protein L27	1755368
SAUSA300_0764	7	70487	0.937574541842059	rnr	ribonuclease R	853883
SAUSA300_2370	20	66028	0.937778225563148	-	putative 8-amino-7-oxononanoate synthase	2546782
SAUSA300_1118	9	179397	0.940927228572399	-	hypothetical protein	1223925
SAUSA300_2075	17	146996	0.94637724233072	rho	transcription termination factor Rho	2236052
SAUSA300_2487	21	76232	0.946517233859742	feoB	ferrous iron transport protein B	2687552
SAUSA300_2199	18	148215	0.947136277544084	rplV	50S ribosomal protein L22	2367837
SAUSA300_1890	16	97758	0.949005328467498	-	staphopain A	2056248
SAUSA300_2178	18	138201	0.951206554047892	rpoA	DNA-directed RNA polymerase subunit alpha	2357823
SAUSA300_2195	18	146615	0.951321808057488	rpsQ	30S ribosomal protein S17	2366237
SAUSA300_0819	7	116539	0.951426087619675	sufD	FeS assembly protein SufD	899935
SAUSA300_2480	21	66399	0.951621579554295	-	LysR family transcriptional regulator	2677719
SAUSA300_1512	13	94948	0.952448620866791	pbp3	penicillin-binding protein 3	1661740
SAUSA300_0649	6	72021	0.953372023314156	-	hypothetical protein	724851
SAUSA300_1182	10	127438	0.953447722977438	-	pyruvate ferredoxin oxidoreductase- alpha subunit	1302532
SAUSA300_0123	1	142960	0.953447833410257	-	IucC family siderophore biosynthesis protein	142960
SAUSA300_0944	8	117966	0.95504486933648	menA	1-4-dihydroxy-2-naphthoate octaprenyltransferase	1031928
SAUSA300_2089	17	163630	0.956276885203967	pdp	pyrimidine-nucleoside phosphorylase	2252686
SAUSA300_0320	3	113355	0.957907572132412	-	triacylglycerol lipase	374487
SAUSA300_1155	10	92414	0.958462043870793	-	putative membrane-associated zinc metalloprotease	1267508
SAUSA300_0001	0	132471	0.958614565666229	dnaA	chromosomal replication initiation protein	1905
SAUSA300_0983	8	164551	0.960681590490734	ptsH	phosphocarrier protein HPr	1078513
SAUSA300_1269	11	92648	0.961835779798401	femA	methicillin resistance protein FemA	1398308
SAUSA300_2406	20	110426	0.962368109028059	-	putative transporter	2591180
SAUSA300_2503	21	96521	0.963981356989062	-	secretory antigen precursor SsaA	2707841
SAUSA300_1753	15	110831	0.964293383131817	splF	serine protease SplF	1938755
SAUSA300_1183	10	128305	0.964440105599408	-	2-oxoglutarate ferredoxin oxidoreductase subunit beta	1303399
SAUSA300_0141	1	161092	0.964600029966731	deoB	phosphopentomutase	161092
SAUSA300_0976	8	156719	0.964652476244069	purD	phosphoribosylamine--glycine ligase	1070681
SAUSA300_1655	14	122972	0.965485390208221	ald	alanine dehydrogenase	1820330
SAUSA300_2079	17	152373	0.966664492088017	fba	fructose-bisphosphate aldolase	2241429
SAUSA300_0671	6	93366	0.969312734691449	-	ABC transporter ATP-binding protein	746196
SAUSA300_0572	5	125347	0.970104922143426	mvk	mevalonate kinase	647611
SAUSA300_1556	13	138256	0.97100850536798	-	GTP-binding protein YqeH	1705048
SAUSA300_2282	19	105404	0.972007335800186	-	hypothetical protein	2455592
SAUSA300_1109	9	170473	0.972613912265623	fmt	methionyl-tRNA formyltransferase	1215001
SAUSA300_1646	14	110421	0.973134760354989	accA	acetyl-CoA carboxylase carboxyltransferase subunit alpha	1807779
SAUSA300_1508	13	92279	0.977904612628422	-	hypothetical protein	1659071
SAUSA300_2259	19	78361	0.977969947827882	-	putative transcriptional regulator	2428549
SAUSA300_1017	9	70747	0.978416629349353	-	hypothetical protein	1115275
SAUSA300_2190	18	144658	0.978682345210549	rpsH	30S ribosomal protein S8	2364280
SAUSA300_0196	2	101170	0.978833744905213	hsdR	type I restriction-modification enzyme- R subunit	231736
SAUSA300_0427	4	90610	0.979774401959895	-	hypothetical protein	482308
SAUSA300_0546	5	91726	0.980904914593467	sdrC	sdrC protein	613990
SAUSA300_1076	9	132784	0.981772866227443	mraY	phospho-N-acetylmuramoyl-pentapeptide-transferase	1177312
SAUSA300_0765	7	70973	0.982888976955862	smpB	SsrA-binding protein	854369
SAUSA300_1122	9	185074	0.985243468846964	plsX	putative glycerol-3-phosphate acyltransferase PlsX	1229602
SAUSA300_1974	16	170278	0.986271157167052	-	leukocidin/hemolysin toxin family protein	2128768
SAUSA300_1796	15	150961	0.986326194414713	-	hypothetical protein	1978885
SAUSA300_1649	14	114096	0.987493759206556	dnaE	DNA polymerase III- alpha subunit	1811454
SAUSA300_1583	13	166137	0.987993540657794	-	hypothetical protein	1732929
SAUSA300_0432	4	94531	0.989610582738515	-	sodium dependent transporter	486229
SAUSA300_1355	12	85164	0.992419939083218	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	1521390
SAUSA300_2204	18	150733	0.993316389994539	rplC	50S ribosomal protein L3	2370355
SAUSA300_2094	17	168532	0.993737465487427	-	hypothetical protein	2257588
SAUSA300_1174	10	118533	0.994500742243084	-	hypothetical protein	1293627
SAUSA300_1250	11	68507	0.99949127341402	parE	DNA topoisomerase IV subunit B	1374167
